query_id,query_text,core_intent,streaming_service,region,device,modifier,pick1_name,pick1_url,pick2_name,pick2_url,pick3_name,pick3_url
9601,Best VPN for Netflix for Netflix in United States on PC,VPN for Netflix,Netflix,United States,PC,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9602,Cheapest VPN for Netflix for Netflix in United States on PC,VPN for Netflix,Netflix,United States,PC,Cheapest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9603,Fastest VPN for Netflix for Netflix in United States on PC,VPN for Netflix,Netflix,United States,PC,Fastest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9604,Safest VPN for Netflix for Netflix in United States on PC,VPN for Netflix,Netflix,United States,PC,Safest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9605,Best VPN for Netflix for Netflix in United States on iPhone,VPN for Netflix,Netflix,United States,iPhone,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9606,Cheapest VPN for Netflix for Netflix in United States on iPhone,VPN for Netflix,Netflix,United States,iPhone,Cheapest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9607,Fastest VPN for Netflix for Netflix in United States on iPhone,VPN for Netflix,Netflix,United States,iPhone,Fastest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9608,Safest VPN for Netflix for Netflix in United States on iPhone,VPN for Netflix,Netflix,United States,iPhone,Safest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9609,Best VPN for Netflix for Netflix in United States on Android,VPN for Netflix,Netflix,United States,Android,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9610,Cheapest VPN for Netflix for Netflix in United States on Android,VPN for Netflix,Netflix,United States,Android,Cheapest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9611,Fastest VPN for Netflix for Netflix in United States on Android,VPN for Netflix,Netflix,United States,Android,Fastest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9612,Safest VPN for Netflix for Netflix in United States on Android,VPN for Netflix,Netflix,United States,Android,Safest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9613,Best VPN for Netflix for Netflix in United Kingdom on PC,VPN for Netflix,Netflix,United Kingdom,PC,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9614,Cheapest VPN for Netflix for Netflix in United Kingdom on PC,VPN for Netflix,Netflix,United Kingdom,PC,Cheapest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9615,Fastest VPN for Netflix for Netflix in United Kingdom on PC,VPN for Netflix,Netflix,United Kingdom,PC,Fastest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9616,Safest VPN for Netflix for Netflix in United Kingdom on PC,VPN for Netflix,Netflix,United Kingdom,PC,Safest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9617,Best VPN for Netflix for Netflix in United Kingdom on iPhone,VPN for Netflix,Netflix,United Kingdom,iPhone,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9618,Cheapest VPN for Netflix for Netflix in United Kingdom on iPhone,VPN for Netflix,Netflix,United Kingdom,iPhone,Cheapest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9619,Fastest VPN for Netflix for Netflix in United Kingdom on iPhone,VPN for Netflix,Netflix,United Kingdom,iPhone,Fastest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9620,Safest VPN for Netflix for Netflix in United Kingdom on iPhone,VPN for Netflix,Netflix,United Kingdom,iPhone,Safest,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
9621,Best VPN for Netflix for Netflix in United Kingdom on Android,VPN for Netflix,Netflix,United Kingdom,Android,Best,ExpressVPN,https://globalvpnaccess.com/products/expressvpn,NordVPN,https://globalvpnaccess.com/products/nordvpn,Surfshark,https://globalvpnaccess.com/products/surfshark
